,庭审程序分类
7544,已受理/立案
7545,已审理（简易）
7546,已审理（简易）
7547,已审理（简易）
7548,已审理（简易）
7549,已审理（简易）
7550,已审理（简易）
7551,已受理/立案
7552,已审理（简易）
7553,已审理（简易）
7554,已受理/立案
7555,已受理/立案
7556,已受理/立案（简易）
7557,已审理（简易转普通）
7558,已审理（简易）
7559,已审理（简易）
7560,已受理/立案
7561,已审理（简易转普通）
7562,已受理/立案
7563,已审理（简易）
7564,已受理/立案
7565,已审理（简易）
7566,其他撤诉
7567,已审理（简易）
7568,已受理/立案
7569,已受理/立案
7570,其他/错误
7571,已审理（简易）
7572,已审理（简易）
7573,已受理/立案
7574,已审理（简易转普通）
7575,已受理/立案
7576,已审理（简易）
7577,已受理/立案
7578,已受理/立案
7579,已审理（简易）
7580,已审理（简易）
7581,已审理（简易）
7582,已审理（简易）
7583,已审理（简易）
7584,已受理/立案
7585,已受理/立案（简易）
7586,已受理/立案
7587,已受理/立案（简易）
7588,未交费
7590,已审理（简易）
7591,已审理（简易）
7592,已审理（简易）
7593,已审理（简易）
7594,已审理（简易）
7595,已受理/立案
7596,已受理/立案
7597,已受理/立案
7598,已受理/立案
7599,已审理（简易）
7600,已审理（简易）
7601,已审理（简易）
7602,已审理（简易）
7603,已受理/立案
7604,其他撤诉
7605,已审理（简易）
7606,已受理/立案
7607,已审理（简易）
7608,已审理（简易）
7609,已审理（简易）
7610,已审理
7611,已审理（简易）
7612,已受理/立案
7613,已审理（简易）
7614,已审理（简易）
7615,已审理（简易）
7616,已受理/立案
7617,已受理/立案
7618,已受理/立案
7619,已审理（简易）
7620,已受理/立案
7621,已受理/立案
7622,已审理（简易）
7623,已受理/立案
7624,已审理（简易）
7625,已受理/立案
7626,已受理/立案
7627,已审理（简易）
7628,已审理（简易）
7629,已受理/立案
7630,已受理/立案
7631,已审理（简易）
7632,已审理（简易）
7633,已审理（简易）
7634,已受理/立案
7635,已受理/立案
7636,已审理（简易）
7637,已受理/立案
7638,已审理（简易）
7639,已受理/立案
7640,已受理/立案
7641,已审理（简易）
7642,已审理（简易）
7643,已受理/立案
7644,已审理（简易）
7645,已审理（简易）
7646,已审理（简易）
7647,已审理（简易）
7648,已审理（简易）
7649,已审理（简易）
7650,已审理（简易）
7651,已受理/立案
7652,已审理（简易）
7653,已审理（简易）
7654,已审理（简易）
7655,已审理（简易）
7656,已审理（简易）
7657,已受理/立案
7658,已受理/立案
7659,已审理（简易）
7660,已审理（简易）
7661,已审理（简易）
7662,已受理/立案（简易）
7663,已审理（简易）
7664,调解撤诉
7665,已审理（简易）
7666,已受理/立案
7667,已审理（简易）
7668,已审理（简易）
7669,其他撤诉
7670,其他撤诉
7671,已审理（简易转普通）
7672,已审理（简易）
7673,已审理（简易）
7674,已审理（简易）
7675,已审理（简易）
7676,已受理/立案
7677,已受理/立案
7678,已审理（简易）
7679,已受理/立案
7680,已审理（简易）
7681,已受理/立案
7682,已审理（简易）
7683,已审理（简易）
7684,已审理（简易）
7685,已审理（简易）
7686,已受理/立案
7687,已审理（简易）
7688,已受理/立案
7689,已受理/立案
7690,已审理（简易）
7691,已审理（简易）
7692,已受理/立案
7693,已受理/立案
7694,已审理（简易）
7695,已审理（简易）
7696,已受理/立案
7697,已受理/立案
7698,已受理/立案
7699,已审理（简易）
7700,已审理（简易）
7701,已审理（简易）
7702,已审理（简易）
7703,已受理/立案
7704,已受理/立案
7705,已审理（简易转普通）
7706,已受理/立案
7707,已受理/立案
7708,已审理（简易）
7709,已审理（简易）
7710,已受理/立案
7711,已审理（简易）
7712,已审理（简易）
7713,已受理/立案
7714,已受理/立案
7715,已审理（简易）
7716,已受理/立案
7717,已受理/立案
7718,已审理（简易）
7719,已受理/立案
7720,已受理/立案
7721,已受理/立案
7722,已受理/立案
7723,已审理（简易）
7724,已审理（简易）
7725,已审理（简易）
7726,已受理/立案
7727,已审理（简易）
7728,已审理（简易）
7729,已审理（简易）
7730,已审理（简易）
7731,已受理/立案
7732,已审理（简易）
7733,已审理（简易）
7734,已审理（简易）
7735,已受理/立案
7736,已审理（简易转普通）
7737,已受理/立案
7738,已审理（简易）
7739,已受理/立案
7740,已审理（简易）
7741,已审理（简易）
7742,已受理/立案
7743,已审理（简易）
7744,其他/错误
7745,已受理/立案
7746,已受理/立案
7747,已审理（简易）
7748,已受理/立案
7749,已审理（简易）
7750,已受理/立案
7751,已审理（简易）
7752,已审理（简易）
7753,已审理（简易）
7754,已审理（简易）
7755,已审理（简易）
7756,已审理（简易）
7757,已审理（简易）
7758,已受理/立案
7759,已审理（简易）
7760,已受理/立案
7761,已审理（简易）
7762,已审理（简易）
7763,已审理（简易）
7764,已审理（简易）
7765,已审理（简易）
7766,已审理（简易）
7767,已审理（简易）
7768,已审理（简易）
7769,已受理/立案
7770,已审理（简易）
7771,已受理/立案
7772,已审理（简易）
7773,已受理/立案
7774,已审理（简易）
7775,已受理/立案
7776,其他撤诉
7777,已受理/立案
7778,已审理（简易）
7779,已审理（简易）
7780,已受理/立案
7781,已受理/立案
7782,未交费
7783,已审理（简易）
7784,已审理（简易）
7785,已审理（简易）
7786,已审理（简易）
7787,已审理（简易）
7788,已审理（简易）
7789,已审理（简易）
7790,已审理（简易）
7791,已审理（简易）
7792,已受理/立案
7793,已审理（简易）
7794,已审理（简易）
7795,已受理/立案
7796,已审理（简易）
7797,已审理（简易）
7798,已审理（简易）
7799,申请财产保全
7800,已受理/立案
7801,已审理（简易）
7802,已审理
7803,已审理（简易）
7804,已审理（简易）
7805,已受理/立案
7806,已受理/立案
7807,已审理（简易）
7808,已审理（简易）
7809,已审理（简易）
7810,已受理/立案
7811,已审理（简易）
7812,已审理
7813,已审理（简易）
7814,已受理/立案
7815,已审理（简易）
7816,已受理/立案
7817,已审理（简易）
7818,已审理（简易）
7819,已审理（简易）
7820,已审理（简易）
7821,已审理（简易）
7822,已审理（简易）
7823,已受理/立案
7824,已受理/立案
7825,已审理（简易）
7826,已审理（简易）
7827,已受理/立案
7828,已审理（简易）
7829,已审理（简易）
7830,已受理/立案
7831,已受理/立案
7832,要求再审
7833,已审理（简易）
7834,已审理（简易）
7835,已审理（简易）
7836,申请财产保全
7837,已受理/立案
7838,已受理/立案
7839,已审理（简易转普通）
7840,已审理（简易）
7841,已审理（简易转普通）
7842,已受理/立案
7843,已受理/立案
7844,已审理（简易）
7845,其他撤诉
7846,已受理/立案
7847,已受理/立案
7848,已审理
7849,已审理（简易）
7850,已审理（简易）
7851,调解撤诉
7852,已审理（简易）
7853,其他/错误
7854,已受理/立案
7855,已审理（简易）
7856,已审理（简易）
7857,已审理（简易）
7858,已受理/立案
7859,已审理（简易）
7860,已审理（简易）
7861,已受理/立案
7862,其他撤诉
7863,已审理
7864,已审理（简易）
7865,已审理（简易）
7866,已审理（简易）
7867,已受理/立案
7868,已审理（简易）
7869,已审理（简易）
7870,已审理（简易）
7871,已受理/立案
7872,已受理/立案
7873,已审理（简易）
7874,已审理（简易）
7875,已受理/立案
7876,已审理（简易）
7877,已受理/立案
7878,其他撤诉
7879,已审理（简易）
7880,已审理（简易）
7881,已审理（简易）
7882,已审理（简易）
7883,已审理（简易）
7884,已审理（简易）
7885,已审理（简易）
7886,已审理（简易）
7887,已审理（简易）
7888,已审理（简易）
7889,已审理（简易）
7890,已审理（简易）
7891,已审理（简易）
7892,已审理（简易）
7893,已审理（简易）
7894,已审理（简易转普通）
7895,已审理（简易）
7896,已受理/立案
7897,其他/错误
7898,已审理（简易）
7899,已审理（简易）
7900,已审理（简易）
7901,已受理/立案
7902,已审理（简易）
7903,已审理（简易）
7904,已审理（简易）
7905,已审理（简易）
7906,已受理/立案
7907,已审理（简易）
7908,已受理/立案
7909,已受理/立案（简易）
7910,已审理（简易）
7911,已受理/立案
7912,已审理（简易）
7913,已审理（简易）
7914,已审理（简易）
7915,已审理（简易）
7916,调解撤诉
7917,已审理
7918,已受理/立案
7919,未交费
7920,已受理/立案
7921,已受理/立案
7922,已受理/立案
7923,已受理/立案（简易）
7924,调解撤诉
7925,已审理（简易）
7926,已审理（简易）
7927,已受理/立案
7928,已审理（简易）
7929,已审理（简易）
7930,已受理/立案
7931,已审理（简易）
7932,已审理（简易）
7933,已受理/立案
7934,已受理/立案
7935,已审理（简易）
7936,已受理/立案
7937,已受理/立案
7938,已审理（简易转普通）
7939,已审理（简易）
7940,已审理（简易）
7941,已受理/立案
7942,已审理（简易）
7943,已审理（简易）
7944,已审理（简易）
7945,已受理/立案
7946,已受理/立案
7947,已审理（简易）
7948,已审理（简易）
7949,已审理（简易）
7950,已受理/立案
7951,已审理（简易）
7952,已审理（简易转普通）
7953,已审理（简易）
7954,已审理（简易）
7955,已受理/立案
7956,已审理（简易）
7957,已审理（简易）
7958,已审理（简易）
7959,已受理/立案
7960,已审理（简易）
7961,已审理（简易）
